StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,brand_att_1,brand_att_2,brand_att_3,otf,flood_awareness,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-08-15 19:29:51,2024-08-15 19:33:14,IP Address,75.143.248.135,100,202,True,2024-08-15 19:33:14,R_7zMWte3zrJhwajv,,,,,34.895,-81.9204,anonymous,EN,66b79b447ed9ec6e6bb91638,27,Female,,White or Caucasian,,"Traveling agency ",I do not recall any sponsored posts,4,4,4,"Even though it was a tragic event, I thought it was a beautiful thing to see different communities doing different things to help the floods of Brazil. I did think the traveling agency add was very inappropriate. ",I'm not sure if I was aware of the flooding in Brazil.,No,,66b79b447ed9ec6e6bb91638,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Spartanburg,SC,29301
2024-08-15 19:31:34,2024-08-15 19:33:18,IP Address,75.143.121.219,100,103,True,2024-08-15 19:33:18,R_3OGddMrQpnEPS1P,,,,,33.2937,-86.7672,anonymous,EN,627ebc31883c7dd7c2220c7e,20,Female,,White or Caucasian,,I just remember seeing different individuals,I do not recall any sponsored posts,4,4,4,"The first post about praying for someone to die was not appropriate, but the rest seemed to be genuinely trying to help","No, I was not aware of any flooding in Brazil before this survey.",No,,627ebc31883c7dd7c2220c7e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Pelham,AL,35124
2024-08-15 19:31:44,2024-08-15 19:33:25,IP Address,162.207.3.97,100,100,True,2024-08-15 19:33:25,R_5CBmMKiK7VtS0dV,,,,,34.106,-118.3607,anonymous,EN,65a29cdffc75f965e7fbcdc7,49,Male,,White or Caucasian,,"Madonna, Michael Jackson, tourism",I do not recall any sponsored posts,5,5,5,Stories about Brazil.,"No, I was not aware of any flooding in Brazil before this survey.",No,,65a29cdffc75f965e7fbcdc7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Los Angeles,CA,90046
2024-08-15 19:29:08,2024-08-15 19:33:44,IP Address,172.58.255.85,100,276,True,2024-08-15 19:33:45,R_1FhxCL7WNVjX9YZ,,,,,35.2426,-80.741,anonymous,EN,663fcfa4e6f8d5f516b3dead,43,Female,,White or Caucasian,,"I think there was one for flights to Brazil but it was mostly info about the floods. ",KLM,4,4,4,"I was completely unaware of how horrific the flooding in Brazil has been. It's really touching, however, that so many people are trying to raise awareness and money to help the Brazilians. ","No, I was not aware of any flooding in Brazil before this survey.",No,,663fcfa4e6f8d5f516b3dead,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Charlotte,NC,28269
2024-08-15 19:30:39,2024-08-15 19:33:48,IP Address,73.213.243.84,100,189,True,2024-08-15 19:33:49,R_3LjARsVGFvg7CZb,,,,,39.1753,-77.1946,anonymous,EN,63f56ffdcfc1604bae8a0aac,40,Female,,Black or African American,,I saw an ad for tourism/travel to Brasil,I do not recall any sponsored posts,4,4,4,"I found that my attention went to the Madonna and Michael Jackson posts, as well as Diplo. I liked the colorful photo posts. Other than that, it was a little boring and unmemorable.","No, I was not aware of any flooding in Brazil before this survey.",No,,63f56ffdcfc1604bae8a0aac,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Montgomery Village,MD,20886
2024-08-15 19:29:56,2024-08-15 19:33:51,IP Address,172.58.49.220,100,235,True,2024-08-15 19:33:51,R_3hfoIAis0OnX9Fo,,,,,29.7133,-95.4804,anonymous,EN,662abbbd221aa09150316f82,50,Female,,White or Caucasian,,About the flooding in Brazil,I do not recall any sponsored posts,4,4,4,It was depressing. The flooding is aweful.,"No, I was not aware of any flooding in Brazil before this survey.",No,,662abbbd221aa09150316f82,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Houston,TX,77002
2024-08-15 19:32:04,2024-08-15 19:34:32,IP Address,66.170.219.75,100,147,True,2024-08-15 19:34:33,R_6rIirto2X0QDEY5,,,,,31.3466,-94.8304,anonymous,EN,66a95d70975d6208dbb70c1e,45,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,6,6,6,The feed was interesting. i enjoyed reading about Madonna and her time in Brazil,"Yes, I was fully aware of the floods in southern Brazil.",No,,66a95d70975d6208dbb70c1e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",Lufkin,TX,75901
2024-08-15 19:33:17,2024-08-15 19:34:40,IP Address,73.104.89.39,100,83,True,2024-08-15 19:34:40,R_3r3ffc6jR47x7FH,,,,,31.2825,-81.5315,anonymous,EN,645906dc264ac9eb66b7f3ec,49,Female,,White or Caucasian,,"I don't remember the brands, I was concentrating on the news from Brazil's floods.",I do not recall any sponsored posts,4,4,4,I was concerned about the Bolsonaro threat near the end.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,645906dc264ac9eb66b7f3ec,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Brunswick,GA,31525
2024-08-15 19:33:20,2024-08-15 19:34:40,IP Address,173.16.48.49,100,79,True,2024-08-15 19:34:41,R_3gN1vF3bh1tKbEO,,,,,47.4507,-92.5291,anonymous,EN,59048309c4ef1300011b1085,43,Female,,White or Caucasian,,n/a  - I ignore ads,I do not recall any sponsored posts,5,5,5,"I feel bad for the people of Brazil. I didnt even know about any flooding and plan to Google it when I am done to see what happened. ","No, I was not aware of any flooding in Brazil before this survey.",No,,59048309c4ef1300011b1085,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Virginia,MN,55792
2024-08-15 19:32:56,2024-08-15 19:34:55,IP Address,199.200.106.107,100,119,True,2024-08-15 19:34:56,R_1OKkmdT2llquC6R,,,,,40.3833,-111.9895,anonymous,EN,669d6f9af660ea8da5501b95,47,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,5,Lots of Madonna!  I mostly liked the nature stuff.,"No, I was not aware of any flooding in Brazil before this survey.",No,,669d6f9af660ea8da5501b95,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Eagle Mountain,UT,84005
2024-08-15 19:31:14,2024-08-15 19:34:58,IP Address,74.196.63.140,100,224,True,2024-08-15 19:34:59,R_7RxzT0qtMqN4UFo,,,,,35.5886,-77.1452,anonymous,EN,59e7477e3e4b5a00016aa4d2,59,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,4,4,4,It was colorful though I have to question when it was posted because Madonna has had plastic surgery and doesn't look like those photos AT ALL!,"No, I was not aware of any flooding in Brazil before this survey.",No,,59e7477e3e4b5a00016aa4d2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Washington,NC,27889
2024-08-15 19:32:35,2024-08-15 19:35:02,IP Address,98.215.126.161,100,147,True,2024-08-15 19:35:03,R_1JJEchSVtcHOTUp,,,,,41.7609,-88.0151,anonymous,EN,6400df45e639d203b8518cad,39,Male,,Other,Arab,n/a,I do not recall any sponsored posts,4,4,4,"i liked the fundraising, disliked posts showing flooding and damage but no info on how to help.","No, I was not aware of any flooding in Brazil before this survey.",No,,6400df45e639d203b8518cad,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",River Forest,IL,60305
2024-08-15 19:28:34,2024-08-15 19:35:09,IP Address,162.229.193.15,100,394,True,2024-08-15 19:35:09,R_60GBo1Jz04R56NO,,,,,34.0915,-118.1307,anonymous,EN,6674d30517df8226293b1491,24,Female,,Asian,,"metallica, madonna",I do not recall any sponsored posts,5,7,5,I thought the feed was too random with a variety of posts. I lost interest in some posts,"No, I was not aware of any flooding in Brazil before this survey.",No,,6674d30517df8226293b1491,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Alhambra,CA,91803
2024-08-15 19:34:41,2024-08-15 19:36:06,IP Address,129.89.44.254,100,84,True,2024-08-15 19:36:07,R_6nMZQKLfsFTdnjQ,,,,,43.1564,-88.0339,anonymous,EN,66b2bcd901c2969833b0caa7,26,Female,,White or Caucasian,,kcl,KLM,5,5,5,There was certainly a lot of variety of posters.,"No, I was not aware of any flooding in Brazil before this survey.",Yes:,,66b2bcd901c2969833b0caa7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Milwaukee,WI,53224
2024-08-15 19:34:58,2024-08-15 19:36:13,IP Address,72.78.82.248,100,75,True,2024-08-15 19:36:14,R_69bR6WHXorrZduN,,,,,40.1215,-75.3269,anonymous,EN,5cd9cbe98eb5ed00198a1280,25,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"Really enjoyed the animals and the landscape photography! I'm personally not super interested in current events, so a lot of that stuff I just scrolled past.","No, I was not aware of any flooding in Brazil before this survey.",No,,5cd9cbe98eb5ed00198a1280,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Norristown,PA,19401
2024-08-15 19:31:09,2024-08-15 19:36:15,IP Address,73.79.2.0,100,306,True,2024-08-15 19:36:16,R_30EBhi9KqngAfIJ,,,,,40.5689,-79.8484,anonymous,EN,663b047e07423e3381afc506,35,Female,,White or Caucasian,,a travel organization,Aesop,3,4,4,I felt bad for the plight of the people of Brazil and felt a travel post was inappropriate.,"No, I was not aware of any flooding in Brazil before this survey.",No,,663b047e07423e3381afc506,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",New Kensington,PA,15068
2024-08-15 19:31:16,2024-08-15 19:36:16,IP Address,207.230.114.44,100,299,True,2024-08-15 19:36:16,R_6EWpvNEuunXHeG5,,,,,32.9569,-96.8317,anonymous,EN,66847b656f2efdb7ca086085,43,Female,,Black or African American,,KLM,KLM,7,6,7,I'm impressed with the advocacy concerning the floods in Brazil and hope measures will be put in place to prevent any future flood.,"Yes, I was fully aware of the floods in southern Brazil.",No,,66847b656f2efdb7ca086085,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Dallas,TX,75001
2024-08-15 19:34:08,2024-08-15 19:36:22,IP Address,147.185.187.58,100,134,True,2024-08-15 19:36:23,R_1ygeC8VHO4vqOhb,,,,,40.3278,-75.9953,anonymous,EN,6656525d91de4ff22fe48813,49,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"It was cool, I enjoy wildlife.","No, I was not aware of any flooding in Brazil before this survey.",No,,6656525d91de4ff22fe48813,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Reading,PA,19608
2024-08-15 19:29:59,2024-08-15 19:36:41,IP Address,102.91.92.96,100,401,True,2024-08-15 19:36:41,R_5H0UtwR0vwZhb5D,,,,,9.0567,7.4969,anonymous,EN,66586af7b7e4968440d84a2b,35,Male,,Black or African American,,"michael jackson, brazil ecosystem ",I do not recall any sponsored posts,7,7,7,it was a display about Brazil social and tourism system and activities. i love the serenity and the support of ecosystem.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66586af7b7e4968440d84a2b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Canyon Lake,TX,78133
2024-08-15 19:34:37,2024-08-15 19:36:41,IP Address,63.92.71.39,100,124,True,2024-08-15 19:36:42,R_1FOEFHVrW407qZr,,,,,39.2151,-76.754,anonymous,EN,66b110b26640ea3861739f71,19,Male,,Black or African American,,can't recall.,"Nintendo,Bank of America",6,4,6,It is well organized and arranged.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66b110b26640ea3861739f71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Elkridge,MD,21075
2024-08-15 19:27:28,2024-08-15 19:36:48,IP Address,212.116.254.233,100,559,True,2024-08-15 19:36:48,R_3ollf0XJdXh2oEx,,,,,39.0469,-77.4903,anonymous,EN,66a288a900eb899e368b6a70,57,Male,,White or Caucasian,,brazilfoundation.organization,Bank of America,7,7,7,"i really liked it because it will help the people of Brazil ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66a288a900eb899e368b6a70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 19:31:32,2024-08-15 19:36:57,IP Address,185.104.139.75,100,325,True,2024-08-15 19:36:58,R_5HqVSGNKhLoeTsj,,,,,37.751,-97.822,anonymous,EN,65c124f50d9f69bff3c15313,30,Female,,Black or African American,,Ps airplane,"KLM,Aesop",7,7,7,"The flood is so heartbreaking ","No, I was not aware of any flooding in Brazil before this survey.",No,,65c124f50d9f69bff3c15313,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Minneapolis,MN,55408
2024-08-15 19:34:11,2024-08-15 19:37:18,IP Address,68.41.13.205,100,186,True,2024-08-15 19:37:18,R_5ilKdBw94L9YHfK,,,,,43.0762,-85.567,anonymous,EN,6637b21240220c2517fffa1a,61,Female,,White or Caucasian,,"KLM airlines ",KLM,7,7,7,"I'm absolutely aghast.  I am on Twitter every single day and I am just in a state of shock that 78 Brazilians died in a flood the size of NY state and I didn't hear a thing about it!  ","No, I was not aware of any flooding in Brazil before this survey.",No,,6637b21240220c2517fffa1a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Belmont,MI,49306
2024-08-15 19:35:11,2024-08-15 19:37:29,IP Address,98.216.195.75,100,137,True,2024-08-15 19:37:29,R_3k06Cd9wc18AS3r,,,,,42.991,-71.4891,anonymous,EN,6296290ec41bde1525dbb77e,38,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,Just looks like twitter/X nothing really to say about it,"No, I was not aware of any flooding in Brazil before this survey.",No,,6296290ec41bde1525dbb77e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Derry,NH,03038
2024-08-15 19:34:40,2024-08-15 19:37:34,IP Address,47.32.209.129,100,173,True,2024-08-15 19:37:34,R_6cgZ8Wc64qoTewh,,,,,32.7192,-97.4505,anonymous,EN,664ea9312b6e439d6498bb87,60,Female,,White or Caucasian,,"I do not recall any ads, but there were stories about Madonna, Michael Jackson, there were some pretty birds, also",I do not recall any sponsored posts,4,4,4,"I liked the feed, but unfortunately, I don't recall advertisements. I did like the colorful photos of the beach and the animals.","No, I was not aware of any flooding in Brazil before this survey.",No,,664ea9312b6e439d6498bb87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Fort Worth,TX,76116
2024-08-15 19:34:45,2024-08-15 19:37:36,IP Address,140.233.225.10,100,171,True,2024-08-15 19:37:37,R_6EGAFtJycL9wgL7,,,,,40.7123,-74.0068,anonymous,EN,6692a8c112e704788353777b,40,Male,,Black or African American,,"uber ","Nike,Shopify",6,6,5,it help company a lot,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6692a8c112e704788353777b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",New York,NY,10004
2024-08-15 19:32:16,2024-08-15 19:37:37,IP Address,213.178.140.58,100,320,True,2024-08-15 19:37:38,R_5o57mYUtct1wtcd,,,,,37.751,-97.822,anonymous,EN,669371acc57e3523e7ce7bac,29,Male,,Black or African American,,fashion brand,KLM,7,6,6,The feed was a positive representation of the airline brand and it's convincing to amuse viewing audience. I like the quality image and visual projection of the brand,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,669371acc57e3523e7ce7bac,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,,
2024-08-15 19:36:30,2024-08-15 19:37:52,IP Address,173.175.51.132,100,81,True,2024-08-15 19:37:52,R_5Dcrjcx10X0yHo5,,,,,31.5095,-97.2303,anonymous,EN,665cc4a4e7a2707cdf5c871f,22,Female,,Asian,,n/a,I do not recall any sponsored posts,4,4,4,"I thought it was fine. It looked like a standard Twitter feed. I did not particularly dislike or like any aspect. ","No, I was not aware of any flooding in Brazil before this survey.",No,,665cc4a4e7a2707cdf5c871f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",Woodway,TX,76712
2024-08-15 19:35:34,2024-08-15 19:37:57,IP Address,65.129.68.20,100,142,True,2024-08-15 19:37:57,R_6XfaJQ84kqF555v,,,,,43.6339,-116.2942,anonymous,EN,586372cae16d530001b345b8,67,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,5,5,5,disjointed putting Madonna in the feed,"No, I was not aware of any flooding in Brazil before this survey.",No,,586372cae16d530001b345b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Boise,ID,83709
2024-08-15 19:34:38,2024-08-15 19:38:02,IP Address,104.218.199.19,100,204,True,2024-08-15 19:38:03,R_5EfTpLEGqNIoXHe,,,,,33.4475,-112.0866,anonymous,EN,6631946e4f43db45004ae20e,41,Female,,Black or African American,,KLM,KLM,7,6,7,It was very interesting and the pictures were of great quality,"No, I was not aware of any flooding in Brazil before this survey.",No,,6631946e4f43db45004ae20e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-08-15 19:30:16,2024-08-15 19:38:27,IP Address,207.230.114.103,100,491,True,2024-08-15 19:38:28,R_6ydZi1w7qp2cyUs,,,,,32.9569,-96.8317,anonymous,EN,66bab0be5d3319dd8580b237,31,Male,,Black or African American,,"KLM, LUX travels",KLM,6,5,6,Its layout is well organised. It looked simple and easy to use.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66bab0be5d3319dd8580b237,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Dallas,TX,75001
2024-08-15 19:37:23,2024-08-15 19:38:30,IP Address,71.225.178.41,100,66,True,2024-08-15 19:38:30,R_7ZZZcC3q3WZfnwX,,,,,40.38,-75.2718,anonymous,EN,5ba292385301b80001c71ba2,51,Male,,White or Caucasian,,"twitter, hilton, progessive","Nike,Ford,Bank of America",7,7,7,It looked like it was targeting a high class person.,"Yes, I was fully aware of the floods in southern Brazil.",No,,5ba292385301b80001c71ba2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Perkasie,PA,18944
2024-08-15 19:36:10,2024-08-15 19:38:40,IP Address,75.188.91.128,100,149,True,2024-08-15 19:38:40,R_32Elw2PCGVg6tUc,,,,,39.9072,-82.7553,anonymous,EN,667a2a09c4912ebdc9078387,26,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,5,5,5,nothing in particular stood out,"No, I was not aware of any flooding in Brazil before this survey.",No,,667a2a09c4912ebdc9078387,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Pickerington,OH,43147
2024-08-15 19:34:25,2024-08-15 19:38:56,IP Address,107.180.176.13,100,271,True,2024-08-15 19:38:57,R_6rc62ZjQ8AlEkal,,,,,37.751,-97.822,anonymous,EN,66a4b9ad52185ff9c78d83e1,28,Male,,Black or African American,,n/a,I do not recall any sponsored posts,3,4,6,i was glad to be part of this feed,"No, I was not aware of any flooding in Brazil before this survey.",No,,66a4b9ad52185ff9c78d83e1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,,
2024-08-15 19:36:12,2024-08-15 19:39:04,IP Address,24.99.10.53,100,172,True,2024-08-15 19:39:05,R_51zaXA4PUPl0qVu,,,,,33.9955,-84.6581,anonymous,EN,6649f9d8ed4a6b0016a608d7,48,Female,,Black or African American,,n/a,I do not recall any sponsored posts,4,4,4,There was a lot of tweets. I recall seeing a couple tweets about Madonna and I do recall vaguely seeing KLM.,"No, I was not aware of any flooding in Brazil before this survey.",No,,6649f9d8ed4a6b0016a608d7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Kennesaw,GA,30152
2024-08-15 19:35:48,2024-08-15 19:39:08,IP Address,98.232.250.15,100,200,True,2024-08-15 19:39:09,R_3lhoBQIkcFoden2,,,,,45.4998,-122.9586,anonymous,EN,6658e4f0181c5007b04398cb,45,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"It was interesting....but the random post about hoping the president of Brazil dies soon was a little strange to find in the middle of all the info on the floods. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6658e4f0181c5007b04398cb,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Hillsboro,OR,97123
2024-08-15 19:30:36,2024-08-15 19:39:54,IP Address,102.89.84.176,100,558,True,2024-08-15 19:39:55,R_2tQzzNO7I0ru5y1,,,,,6.4474,3.3903,anonymous,EN,66b9f7ff2777fc0aaddfa176,24,Male,,White or Caucasian,,"Sadia, Agrale, Embraer, Vivo, Natura",I do not recall any sponsored posts,6,7,5,"I like the fact that it has a significant presence which is unique ","No, I was not aware of any flooding in Brazil before this survey.",No,,66b9f7ff2777fc0aaddfa176,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",Lagos,LA,
2024-08-15 19:36:04,2024-08-15 19:40:03,IP Address,68.8.88.97,100,238,True,2024-08-15 19:40:03,R_7uQjCd0QzuZB0Zz,,,,,32.7405,-117.0935,anonymous,EN,663b84d9c9e1a5a0c0f97fed,41,Female,,White or Caucasian,,Travel brands but I don’t remember the name,I do not recall any sponsored posts,1,1,1,"The travel sponsored post was extremely offensive considering the country if flooded and people are losing their homes, family, pets, everything.

The post about praying for the death of the ex president was really disturbing.

All of the posts about the flooding was surprising and sad. The comparison of Brazil and NYC coverage was shocking and unfortunately true.","No, I was not aware of any flooding in Brazil before this survey.",No,,663b84d9c9e1a5a0c0f97fed,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",San Diego,CA,92105
2024-08-15 19:38:27,2024-08-15 19:40:03,IP Address,73.203.247.77,100,96,True,2024-08-15 19:40:04,R_3fk9cRcgpz2o2OJ,,,,,31.3145,-89.3788,anonymous,EN,66952fa8c27023759f09cd9e,19,Male,,White or Caucasian,,n/a,Nike,5,4,4,The social media feed was like I would expect any feed to be. Only it was more positive than negative.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66952fa8c27023759f09cd9e,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Hattiesburg,MS,39402
2024-08-15 19:35:22,2024-08-15 19:40:14,IP Address,73.204.206.177,100,292,True,2024-08-15 19:40:15,R_3KoJQf9MxOeEMQu,,,,,27.2621,-80.3835,anonymous,EN,5e570d5f412e890d48a89940,25,Male,,Black or African American,,"Fortnite,",I do not recall any sponsored posts,4,5,7,"One of things I like:an abundance of awareness brought upon the flooding that’d take place; allowing those to be aware, to give a helping hand, is all you can ask. ","No, I was not aware of any flooding in Brazil before this survey.",No,,5e570d5f412e890d48a89940,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",Port Saint Lucie,FL,34953
2024-08-15 19:39:11,2024-08-15 19:41:09,IP Address,174.229.87.169,100,117,True,2024-08-15 19:41:09,R_50BGhXWsyvOvLNw,,,,,40.8136,-73.9384,anonymous,EN,65edebf1c2c09681c2b91185,45,Male,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,5,Honestly I was looking more at the pictures and the devastation from the floods in Brazil more so than paying any attention to sponsored ads. It was sad to see all the devastation and destruction from the floods in Brazil. I did what I would probably do browsing my own feed which was retweet a bunch of donation links to help as best I could.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,65edebf1c2c09681c2b91185,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",New York,NY,10039
2024-08-15 19:39:13,2024-08-15 19:41:21,IP Address,108.31.39.167,100,127,True,2024-08-15 19:41:22,R_73pVcsSNHhUHHME,,,,,38.9034,-76.9882,anonymous,EN,6632fc0b22af8fdf65f98b32,40,Female,,American Indian/Native American or Alaska Native,,klm,KLM,6,6,6,"i thought it was a bit inappropriate to see a KLM advertising on the feed given the devastation that Brazil has suffered. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6632fc0b22af8fdf65f98b32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Washington,DC,20002
2024-08-15 19:39:26,2024-08-15 19:41:25,IP Address,68.55.119.43,100,118,True,2024-08-15 19:41:26,R_3MULKdRfJ7QDqGl,,,,,42.518,-83.1576,anonymous,EN,66906bd733e580fd5cf5d159,54,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,4,I focused on the flood message and really didn’t bother with any advertising,"Yes, I had heard something about flooding in Brazil but didn't know the details.",Yes:,,66906bd733e580fd5cf5d159,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Safari/605.1.15",Troy,MI,48085
