StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-15 17:17:48,2024-10-15 17:18:51,IP Address,71.74.236.237,100,62,True,2024-10-15 17:18:51,R_1q3T0wk7hYY9qGx,,,,,40.6869,-81.1869,anonymous,EN,66f4461fe6cf2a459a3e7180,33,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I liked the memes. Most of them were funny or relatable. ",No,,66f4461fe6cf2a459a3e7180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Malvern,OH,44644
2024-10-15 17:16:54,2024-10-15 17:19:13,IP Address,71.80.32.67,100,139,True,2024-10-15 17:19:14,R_6oBrCTp4YcgiJ7X,,,,,36.3999,-82.4549,anonymous,EN,5591cd21fdf99b63126f6c60,31,Male,,White or Caucasian,,n/a,"Oura,Sonos","I thought most of the memes were funny and navigation was very smooth to have so many images loaded ",No,,5591cd21fdf99b63126f6c60,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1",Johnson City,TN,37615
2024-10-15 17:16:34,2024-10-15 17:19:16,IP Address,129.93.161.231,100,162,True,2024-10-15 17:19:17,R_7NDQepv7qL9xChE,,,,,40.7597,-96.6542,anonymous,EN,60fcead79f13dc27c4ba89a7,21,Female,,White or Caucasian,,"Bose, Nintendo, some kind of athletic watch","Bose,Nintendo,Whoop","A lot of the posts started to look the same, and I probably would've tapped out like halfway if I was actually on Twitter. I liked the memes that were more topical or that weren't too self-deprecating since I don't enjoy that type of humor as much as I did when I was a teenager. ",No,,60fcead79f13dc27c4ba89a7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0",Lincoln,NE,68503
2024-10-15 17:17:57,2024-10-15 17:19:36,IP Address,76.29.178.6,100,99,True,2024-10-15 17:19:37,R_7DY2OcbAcXWnNGp,,,,,32.3152,-81.393,anonymous,EN,670c75a2a630fd00f90676ca,27,Female,,White or Caucasian,,nintendo,"Nintendo,Fitbit","I actually thought it was really funny. I enjoyed reading the memes. ",No,,670c75a2a630fd00f90676ca,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Guyton,GA,31312
2024-10-15 17:18:01,2024-10-15 17:19:54,IP Address,24.116.45.198,100,112,True,2024-10-15 17:19:54,R_1qlYDozqPdo2jH6,,,,,30.4605,-89.0856,anonymous,EN,5d4783b266e618001ab9b3fe,35,Female,,"Black or African American,Asian",,n/a,"Bose,Nintendo",I liked this survey. It was very different. At least for me it was the first one I have done. Thank you,No,,5d4783b266e618001ab9b3fe,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Gulfport,MS,39503
2024-10-15 17:18:54,2024-10-15 17:20:17,IP Address,74.109.244.54,100,82,True,2024-10-15 17:20:18,R_7JrKJkhsvNKq8nL,,,,,40.4725,-79.9109,anonymous,EN,607d1e0daab618791e96a605,29,Female,,White or Caucasian,,Nintendo,"Bose,Nintendo","There were a lot of memes, I noticed there were sponsored posts but I just scrolled past them. I enjoyed a lot of the memes. ",No,,607d1e0daab618791e96a605,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Pittsburgh,PA,15206
2024-10-15 17:19:46,2024-10-15 17:20:26,IP Address,76.205.135.128,100,40,True,2024-10-15 17:20:27,R_7fCWSnzf5KVAEEp,,,,,35.9306,-86.8788,anonymous,EN,5d9f8573ce3daf0015e3e400,33,Male,,White or Caucasian,,Samsung,"Nintendo,Samsung,GoPro",There were some silly memes. It was fine,No,,5d9f8573ce3daf0015e3e400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Franklin,TN,37064
2024-10-15 17:19:11,2024-10-15 17:20:30,IP Address,50.210.154.113,100,79,True,2024-10-15 17:20:31,R_1C3clGleaDbLRUV,,,,,39.0005,-76.9712,anonymous,EN,5f52e4f162b184600f379760,23,Prefer not to say,,White or Caucasian,,"Apple, Bose, a sleep tracker app","Bose,Apple,Beats by Dre",the 9gag posts were pretty funny I chuckled,No,,5f52e4f162b184600f379760,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Hyattsville,MD,20783
2024-10-15 17:19:43,2024-10-15 17:20:41,IP Address,76.153.125.2,100,58,True,2024-10-15 17:20:42,R_6rUXgE4fXaLmTS3,,,,,25.9289,-80.1827,anonymous,EN,63e40cde6487028afe7bec5d,34,Male,,Other,hispanic,"Nintendo, Samsung","Apple,Nintendo,Samsung,Amazon",Only memes and sadly a waste of time.,No,,63e40cde6487028afe7bec5d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Miami,FL,33161
2024-10-15 17:18:28,2024-10-15 17:20:44,IP Address,74.73.176.9,100,135,True,2024-10-15 17:20:44,R_1WZFnIuVYNCQSOE,,,,,40.68,-73.775,anonymous,EN,66a912176a9a68d2dc7c9ea3,31,Male,,Black or African American,,"I remember seeing patrick from spongbob and a lot of memes on daily life. I didn't recall the brands unfortunately ","Bose,Apple,Samsung,Beats by Dre,Verizon,Microsoft",Overall good survey.,No,,66a912176a9a68d2dc7c9ea3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Queens,NY,11434
2024-10-15 17:20:02,2024-10-15 17:20:51,IP Address,72.24.240.13,100,49,True,2024-10-15 17:20:52,R_1oRS8FEL89rRriZ,,,,,33.7422,-96.5515,anonymous,EN,66fb348caa1dae070052aaea,30,Female,,White or Caucasian,,nintendo,"Nintendo,Oura",memes weren't very good,No,,66fb348caa1dae070052aaea,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Denison,TX,75020
2024-10-15 17:19:21,2024-10-15 17:21:14,IP Address,159.117.189.23,100,113,True,2024-10-15 17:21:15,R_39iyhhSvSG7hwO8,,,,,33.8769,-79.0512,anonymous,EN,670da3fd0b8a2f7a542a2b24,24,Female,,White or Caucasian,,"Nintendo of America, 9GAG, Twitter, Marvel",Nintendo,"I thought whoever made the HTML did a great job recreating a twitter feed, although it is unrealistic because it is ""X.""",No,,670da3fd0b8a2f7a542a2b24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Conway,SC,29526
2024-10-15 17:20:35,2024-10-15 17:21:40,IP Address,104.49.6.8,100,65,True,2024-10-15 17:21:41,R_17dhWjnnPJgzN9J,,,,,34.3196,-77.9112,anonymous,EN,66a805a98e4d72abef066eff,30,Female,,White or Caucasian,,"nintendo, apple","Apple,Nintendo","I think they were funny and very relatable. ",No,,66a805a98e4d72abef066eff,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Castle Hayne,NC,28429
2024-10-15 17:20:37,2024-10-15 17:21:43,IP Address,71.176.33.229,100,65,True,2024-10-15 17:21:44,R_3UbcgsF6S3oXGh3,,,,,37.0578,-76.46,anonymous,EN,66fc2cd7aa4d6611958d9da2,31,Male,,Black or African American,,Nintendo. Bose,"Bose,Apple,Nintendo,JBL","It was a lot of memes which were very funny and relatable. ",No,,66fc2cd7aa4d6611958d9da2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Newport News,VA,23601
2024-10-15 17:20:32,2024-10-15 17:21:50,IP Address,67.175.95.27,100,78,True,2024-10-15 17:21:51,R_7ek6QL9IlDraj8e,,,,,41.9703,-87.664,anonymous,EN,6705565ffd67124adcd513ec,35,Male,,White or Caucasian,,apple,Apple,I liked some of the mimes,No,,6705565ffd67124adcd513ec,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Chicago,IL,60640
2024-10-15 17:21:04,2024-10-15 17:22:10,IP Address,70.114.201.157,100,65,True,2024-10-15 17:22:10,R_6n7Vs302Hayq8zD,,,,,30.2881,-97.764,anonymous,EN,663a64da0dbc37192d930b1c,29,Female,,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",,"Bose, Nintendo, Apple","Bose,Apple,Nintendo",It was fine. I liked that there weren't too many ads and that the feed was full of memes rather than political garbage. I didn't dislike anything about the feed.,No,,663a64da0dbc37192d930b1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Austin,TX,78703
2024-10-15 17:21:00,2024-10-15 17:22:14,IP Address,98.10.71.102,100,73,True,2024-10-15 17:22:14,R_51GEZLHHw3gAEBp,,,,,42.7368,-78.8358,anonymous,EN,653d144d2e894446d55babdb,35,Female,,White or Caucasian,,fitness watch/tracker,"GoPro,Fitbit",some memes were funny,No,,653d144d2e894446d55babdb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Hamburg,NY,14075
2024-10-15 17:21:27,2024-10-15 17:22:18,IP Address,73.142.11.155,100,51,True,2024-10-15 17:22:18,R_3qpKonl8byOd4Aa,,,,,42.8637,-71.5132,anonymous,EN,607d6ad963c2b4e855ae2a06,31,Female,,White or Caucasian,,"apple, samsung, bose","Bose,Apple,Samsung",I thought that the memes were funny and that the ads weren't too noticable.,No,,607d6ad963c2b4e855ae2a06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Merrimack,NH,03054
2024-10-15 17:21:26,2024-10-15 17:22:25,IP Address,47.205.51.140,100,59,True,2024-10-15 17:22:26,R_57rMYfb7sJaDiM3,,,,,28.0084,-82.6951,anonymous,EN,66660a053b08e2a34f9b945c,35,Female,,White or Caucasian,,nintendo,Nintendo,I was just paying attention to all the memes,No,,66660a053b08e2a34f9b945c,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",Safety Harbor,FL,34695
2024-10-15 17:21:01,2024-10-15 17:22:37,IP Address,47.144.32.203,100,95,True,2024-10-15 17:22:37,R_1tDswT6u3q5zrXz,,,,,34.2268,-119.0488,anonymous,EN,60147514665c424b4b812e7d,20,Male,,Asian,,"Nintendo, Apple","Apple,Nintendo,Oura",I thought that the feed was very monotonous since all the tweets were from one account. I thought some of the posts were pretty funny though.,No,,60147514665c424b4b812e7d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Camarillo,CA,93010
2024-10-15 17:21:34,2024-10-15 17:22:49,IP Address,73.228.159.53,100,74,True,2024-10-15 17:22:50,R_7n23WlCdRqFVccN,,,,,45.0782,-93.1894,anonymous,EN,66df4dfae98772142ed80188,32,Female,,White or Caucasian,,"Nintendo, Bose, Whoop","Bose,Nintendo,Whoop,Samsung","It seemed like a lot of memes related to sleep and office work. ",No,,66df4dfae98772142ed80188,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Saint Paul,MN,55112
2024-10-15 17:19:34,2024-10-15 17:23:08,IP Address,104.218.199.48,100,213,True,2024-10-15 17:23:09,R_1mjKswobQoE0RYW,,,,,33.4475,-112.0866,anonymous,EN,66d5df2e288343b20df362d4,26,Female,,Black or African American,,n/a,Apple,"I enjoyed the humor and relatability of the memes, which made the feed engaging and entertaining!",No,,66d5df2e288343b20df362d4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:22:26,2024-10-15 17:23:18,IP Address,98.122.119.65,100,51,True,2024-10-15 17:23:19,R_5zAwX7V0psepfkT,,,,,33.7196,-78.9754,anonymous,EN,66a8f24e42ca420abdee053b,27,Female,,White or Caucasian,,"Apple, nintendo","Apple,Nintendo",It looked similar to my feed- i liked the mix of memes.,No,,66a8f24e42ca420abdee053b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Myrtle Beach,SC,29588
2024-10-15 17:20:24,2024-10-15 17:23:38,IP Address,100.0.180.31,100,194,True,2024-10-15 17:23:38,R_6frhIIpkc1s0unu,,,,,42.428,-71.0618,anonymous,EN,67042528d69c99fa1f338f77,25,Male,,American Indian/Native American or Alaska Native,,"Nintendo, Ikea",Nintendo,"Pretty standard and general ""meme"" page, nothing too niche nor specific to one group of people. Very safe memes that pretty much anyone would understand. ",No,,67042528d69c99fa1f338f77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Malden,MA,02148
2024-10-15 17:22:18,2024-10-15 17:23:43,IP Address,69.58.131.79,100,84,True,2024-10-15 17:23:43,R_5MnBKf7yNUcGp9H,,,,,45.1234,-122.57,anonymous,EN,66b5a8530422c22a04835e19,33,Female,,White or Caucasian,,Samsung,Nintendo,"It was kind of boring and just weird. Some of the tweets and memes  were just random and kind of stupid. ",No,,66b5a8530422c22a04835e19,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Molalla,OR,97038
2024-10-15 17:22:57,2024-10-15 17:23:46,IP Address,169.237.38.224,100,49,True,2024-10-15 17:23:47,R_11iQ3WBe41Li6H6,,,,,38.5559,-121.7391,anonymous,EN,5fed124d1d6cb4f55fbe26e5,31,Female,,White or Caucasian,,"bose, switch","Bose,Nintendo,Fitbit","I thought a bunch of them were funny. I've seen some of them before, though",Yes:,,5fed124d1d6cb4f55fbe26e5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Davis,CA,95616
2024-10-15 17:22:42,2024-10-15 17:23:51,IP Address,72.177.123.109,100,69,True,2024-10-15 17:23:52,R_5mmmyJnSf7U0r3b,,,,,30.1713,-97.6152,anonymous,EN,6567f7927d545288274fa46b,34,Female,,Asian,,Apple,"Bose,Apple,Nintendo","It was okay, the posts were funny and relatable but I wouldn't particularly want to go through any more",No,,6567f7927d545288274fa46b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Del Valle,TX,78617
2024-10-15 17:22:59,2024-10-15 17:23:58,IP Address,68.127.176.183,100,58,True,2024-10-15 17:23:58,R_6MMWqt4J4tCQO2K,,,,,25.6944,-80.4393,anonymous,EN,66c7dfc0b974270d47eafde3,24,Male,,White or Caucasian,,I was mostly remembering all the memes.,I do not recall any sponsored posts,"I dislike how social media is just advertisements and encouraging consumerism, it is sad actually.",No,,66c7dfc0b974270d47eafde3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Miami,FL,33193
2024-10-15 17:23:33,2024-10-15 17:24:16,IP Address,67.190.13.83,100,42,True,2024-10-15 17:24:16,R_5LjnZ8Lq1o2aZwJ,,,,,39.997,-105.0974,anonymous,EN,6698b525d97d2e5ff0733988,30,Male,,White or Caucasian,,Bose,Bose,"Seemed like a normal feed of self deprecating memes ",No,,6698b525d97d2e5ff0733988,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Lafayette,CO,80026
2024-10-15 17:23:31,2024-10-15 17:24:21,IP Address,99.112.100.101,100,50,True,2024-10-15 17:24:21,R_35C3QAD8fAnNhpn,,,,,41.9703,-87.664,anonymous,EN,65983c0f2ea18792568bc3bc,30,Female,,White or Caucasian,,"Apple, WHOOP","Apple,Whoop","I thought the tweets were pretty out of date and not very funny. There were also a lot of large ads in the feed, which was kind of annoying.",No,,65983c0f2ea18792568bc3bc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Chicago,IL,60625
2024-10-15 17:23:41,2024-10-15 17:24:38,IP Address,136.33.116.85,100,56,True,2024-10-15 17:24:38,R_3Ld5tGkwjsE80yc,,,,,38.9592,-94.5961,anonymous,EN,66e039e38ef91b78f1737632,24,Female,,White or Caucasian,,twitter,Beats by Dre,"I didnt pay attention to the brands very well, the memes were what held my focus",No,,66e039e38ef91b78f1737632,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Kansas City,MO,64114
2024-10-15 17:23:52,2024-10-15 17:24:40,IP Address,165.225.57.204,100,48,True,2024-10-15 17:24:41,R_3dVXH2JoXHvt4vx,,,,,41.8874,-87.6318,anonymous,EN,5bcc22f80a22990001535fb2,25,Male,,White or Caucasian,,"Apple, 9Gag",Apple,"I liked the feed, it did not have a heavy focus on ads.",No,,5bcc22f80a22990001535fb2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Chicago,IL,60602
2024-10-15 17:23:33,2024-10-15 17:24:49,IP Address,64.224.249.27,100,76,True,2024-10-15 17:24:50,R_1t8Vqt0cDvs198s,,,,,41.7353,-72.7333,anonymous,EN,65958c11eace7483b2a729eb,21,Male,,"White or Caucasian,Black or African American",,n/a,I do not recall any sponsored posts,"entertaining survey ",No,,65958c11eace7483b2a729eb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Bristol,CT,06010
2024-10-15 17:24:19,2024-10-15 17:25:16,IP Address,140.177.137.224,100,56,True,2024-10-15 17:25:16,R_37EddmhUM4dSQ2m,,,,,40.5656,-89.6251,anonymous,EN,5e5410f5be932e06384a03ec,33,Male,,Asian,,n/a,I do not recall any sponsored posts,"It was interesting, but I couldn't see any comments",No,,5e5410f5be932e06384a03ec,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Pekin,IL,61554
2024-10-15 17:23:47,2024-10-15 17:25:19,IP Address,172.58.123.39,100,92,True,2024-10-15 17:25:20,R_6zqYUs46xRWPQIQ,,,,,42.396,-83.2351,anonymous,EN,66fc128a170113710d49193d,30,Male,,"White or Caucasian,Asian",,"SpongeBob, Wendy Williams, Kobe Bryant ","Apple,Nintendo",I thought there was a lot of funny things in it,No,,66fc128a170113710d49193d,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",Detroit,MI,48227
2024-10-15 17:23:27,2024-10-15 17:25:29,IP Address,76.87.210.174,100,122,True,2024-10-15 17:25:30,R_71WUl4hOYICRWBt,,,,,34.1371,-117.6599,anonymous,EN,63dd3dd2593c92be97d8dbde,21,Male,,Asian,,Samsung,Samsung,"I don't use social media for memes so that entire segment just annoyed me. ",No,,63dd3dd2593c92be97d8dbde,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Upland,CA,91784
2024-10-15 17:23:24,2024-10-15 17:25:31,IP Address,73.224.110.119,100,126,True,2024-10-15 17:25:32,R_55avQNbBwg942LT,,,,,30.223,-81.7595,anonymous,EN,66f5f3ba31560f05b584913f,35,Female,,Black or African American,,galaxy,Samsung,"I like how there were memes I could relate to ",No,,66f5f3ba31560f05b584913f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Orange Park,FL,32065
2024-10-15 17:24:25,2024-10-15 17:25:32,IP Address,138.84.244.156,100,66,True,2024-10-15 17:25:32,R_7cvz97QMDpQGcEx,,,,,30.8636,-89.1305,anonymous,EN,5bf5ab78f35e0c000101b657,32,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,I felt this feed was very tailored to my tastes,No,,5bf5ab78f35e0c000101b657,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Wiggins,MS,39577
2024-10-15 17:25:29,2024-10-15 17:26:22,IP Address,70.57.41.54,100,53,True,2024-10-15 17:26:23,R_5nBysd3huPwlc1H,,,,,39.7593,-104.9651,anonymous,EN,66b161e2a0d56bb2d82bdddf,28,Female,,White or Caucasian,,Nintendo,Nintendo,I enjoyed the memes even though some of them seemed re-used from what I've seen before. I'd like a bit more variety on my feed.,No,,66b161e2a0d56bb2d82bdddf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Denver,CO,80210
2024-10-15 17:25:09,2024-10-15 17:26:22,IP Address,71.217.88.231,100,73,True,2024-10-15 17:26:23,R_1mg7mntuTFy7eQV,,,,,35.6618,-78.3993,anonymous,EN,5ed427e3bcd0c00b58a177c0,27,Male,,Black or African American,,Samsung,Samsung,I don't have very many thoughts about the feed I browsed. Nothing really hit for me to enjoy on it.,No,,5ed427e3bcd0c00b58a177c0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Clayton,NC,27527
2024-10-15 17:21:34,2024-10-15 17:26:34,IP Address,174.213.213.21,100,299,True,2024-10-15 17:26:34,R_1GvoKXGw94jC7Te,,,,,39.0397,-94.5936,anonymous,EN,6700975875a6b9761e760c50,25,Female,,White or Caucasian,,"Apple, Samsung, Nintendo ","Apple,Nintendo,Samsung,Microsoft","After the first few memes I felt very bored with this feed. I thought some were funny on their own but the whole feed made me want to put my phone away. The ads were easy to forget. ",No,,6700975875a6b9761e760c50,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Kansas City,MO,64114
2024-10-15 17:25:43,2024-10-15 17:26:47,IP Address,198.133.178.20,100,64,True,2024-10-15 17:26:48,R_3Ej1Z89oPmVxh10,,,,,35.0813,-106.6212,anonymous,EN,6065236647732825e997d2f6,22,Male,,White or Caucasian,,"Nintendo ","Nintendo,Fitbit","I liked some of the memes, they were relatable. It kept me engaged. ",No,,6065236647732825e997d2f6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Albuquerque,NM,87114
2024-10-15 17:26:15,2024-10-15 17:27:07,IP Address,73.184.138.123,100,52,True,2024-10-15 17:27:08,R_7pG7QWGjk6M2cjn,,,,,33.8067,-84.1657,anonymous,EN,6567644b0a4a14cbeaac5a79,26,Male,,Black or African American,,N/A,Nintendo,I saw a Nintendo switch being advertised its bit a system in particularly fond of,No,,6567644b0a4a14cbeaac5a79,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Lithonia,GA,30058
2024-10-15 17:26:10,2024-10-15 17:27:10,IP Address,172.56.223.120,100,59,True,2024-10-15 17:27:10,R_6flaixMkZZBfrnw,,,,,39.9233,-75.2313,anonymous,EN,620bdc9ca922fc3f247f6a6f,28,Female,,Black or African American,,N/a,I do not recall any sponsored posts,"I enjoyed the humorous posts and memes, which I usually use platforms like that for, as opposed to serious content",No,,620bdc9ca922fc3f247f6a6f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Philadelphia,PA,19140
2024-10-15 17:25:14,2024-10-15 17:27:12,IP Address,173.2.22.135,100,118,True,2024-10-15 17:27:12,R_31zWeyn1i3QLug8,,,,,40.7641,-74.1654,anonymous,EN,5e2c9026f4a3052be159c494,33,Male,,White or Caucasian,,"Samsung, Nintendo, some smart watch?","Nintendo,Samsung,Fitbit","They were all pretty run of the mill and generic, expected from a company twitter I suppose.",No,,5e2c9026f4a3052be159c494,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Newark,NJ,07104
2024-10-15 17:25:34,2024-10-15 17:27:23,IP Address,107.130.27.248,100,109,True,2024-10-15 17:27:24,R_11yGdOnrivbMQeQ,,,,,28.7115,-81.5135,anonymous,EN,64136140e1cce438bf993257,34,Male,,White or Caucasian,,Apple,"Apple,Nintendo","I thought most of the tweets were funny or comical. This person has a good sense of humor and seems to be about my age given the references made with certain TV shows, musical artists, and products.",No,,64136140e1cce438bf993257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Apopka,FL,32712
2024-10-15 17:26:29,2024-10-15 17:27:36,IP Address,172.58.255.110,100,67,True,2024-10-15 17:27:37,R_3DCNWst2K23FO6O,,,,,35.2843,-80.76,anonymous,EN,661e7aea959de3433a8f255d,31,Female,,White or Caucasian,,"Apple, Bose, ","Bose,Apple,Fitbit",I could relate to a lot of the memes and have seen them before,No,,661e7aea959de3433a8f255d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Charlotte,NC,28269
2024-10-15 17:26:59,2024-10-15 17:27:55,IP Address,73.130.119.196,100,56,True,2024-10-15 17:27:56,R_72Zj5BnXaJpW4i5,,,,,39.7951,-76.9794,anonymous,EN,58a229e74d580c0001e0a766,35,Male,,White or Caucasian,,"Apple, Bose, Nintendo","Bose,Apple,Nintendo",I thought the feed had a lot of funny memes.,No,,58a229e74d580c0001e0a766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Hanover,PA,17331
